animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A722479,*JULIA,RABBIT,BROWN,WHITE,Spayed,2023-04-23,2024-06-08,NORMAL,OWNER SURRENDER,FIELD,NO HOME,2024-07-06,"1800 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,BLACKSMITH,33.790074,-118.1961716,Alive on Intake,FALSE,1,"{'lon': -118.1961716, 'lat': 33.790074}"
A722482,*GINO,RABBIT,WHITE,BROWN,Neutered,2024-04-27,2024-06-08,NORMAL,OWNER SURRENDER,FIELD,NO HOME,2024-08-21,"1800 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,RABBITRES,33.790074,-118.1961716,Alive on Intake,FALSE,1,"{'lon': -118.1961716, 'lat': 33.790074}"
A722475,*ROSITA,RABBIT,WHITE,,Spayed,2023-06-08,2024-06-08,NORMAL,OWNER SURRENDER,FIELD,NO HOME,2024-06-12,"1800 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,IN KENNEL,33.790074,-118.1961716,Alive on Intake,TRUE,0,"{'lon': -118.1961716, 'lat': 33.790074}"
A590908,*DAISY,DOG,WHEAT,,Female,2014-05-27,2017-05-27,NORMAL,STRAY,OTC,,2017-06-02,"1800 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7898693,-118.1992713,Alive on Intake,FALSE,1,"{'lon': -118.1992713, 'lat': 33.7898693}"
A692889,*ROYER,DOG,BLACK,BROWN,Male,2021-02-17,2023-02-16,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2023-02-19,"1800 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,2NDCHANC@L,33.7898693,-118.1992713,Alive on Intake,FALSE,1,"{'lon': -118.1992713, 'lat': 33.7898693}"
A602927,JOY,DOG,BR BRINDLE,WHITE,Spayed,2014-01-22,2018-01-22,NORMAL,STRAY,FIELD,,2018-02-18,"1800 BLK E 19TH ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7916783,-118.1692657,Alive on Intake,FALSE,1,"{'lon': -118.1692657, 'lat': 33.7916783}"
A714834,LIL BEAR,DOG,BL BRINDLE,WHITE,Neutered,2023-01-11,2024-02-11,NORMAL,STRAY,FIELD,,2024-02-16,"1800 BLK E 19TH ST, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7916783,-118.1692657,Alive on Intake,FALSE,1,"{'lon': -118.1692657, 'lat': 33.7916783}"
A605462,FREDDIE/BROWNIE,CAT,ORANGE,WHITE,Male,2007-03-28,2018-03-28,ILL MILD,OWNER SURRENDER,FIELD,,2018-03-28,"1800 BLK E 1ST ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7658235,-118.1699946,Alive on Intake,TRUE,0,"{'lon': -118.1699946, 'lat': 33.7658235}"
A431058,SPANKEY,DOG,TRICOLOR,,Male,2009-09-01,2019-01-01,ILL MILD,STRAY,FIELD,,2019-01-01,"1800 BLK E 20TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,FRE RID HM,33.7936176,-118.1696729,Alive on Intake,FALSE,1,"{'lon': -118.1696729, 'lat': 33.7936176}"
A616340,,CAT,SEAL PT,,Male,2018-09-16,2018-10-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-10-18,"1800 BLK E 29TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,OTHER RESC,33.8095057,-118.1702378,Alive on Intake,FALSE,1,"{'lon': -118.1702378, 'lat': 33.8095057}"
A665407,,BIRD,GRAY,BROWN,Unknown,2020-10-17,2021-10-17,ILL SEVERE,WILDLIFE,FIELD,,2021-10-17,"1800 BLK E 2ND ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,AT VET,33.7669118,-118.169786,Alive on Intake,TRUE,0,"{'lon': -118.169786, 'lat': 33.7669118}"
A628307,A628307*LARRY,CAT,GRAY TABBY,WHITE,Neutered,2009-06-22,2019-06-15,NORMAL,STRAY,OTC,,2019-07-11,"1800 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7714446,-118.1697967,Alive on Intake,FALSE,1,"{'lon': -118.1697967, 'lat': 33.7714446}"
A607566,,CAT,CALICO,WHITE,Female,2018-04-15,2018-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-17,"1800 BLK E 53RD ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.852629,-118.1704684,Alive on Intake,FALSE,1,"{'lon': -118.1704684, 'lat': 33.852629}"
A694551,*ANGEL,CAT,GRAY TABBY,WHITE,Female,2023-02-11,2023-03-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-04-08,"1800 BLK E 53RD ST, LONG BEACH, CA 90815",LONG BEACH,DIED,,33.852629,-118.1704684,Alive on Intake,TRUE,0,"{'lon': -118.1704684, 'lat': 33.852629}"
A738294,*BRONSON,DOG,TAN,BLACK,Neutered,2021-03-19,2025-03-19,NORMAL,STRAY,OTC,,2025-03-27,1800 BLK E 56TH ST LONG BEACH CA 90805,LONG BEACH,TRANSFER,SPCALA,33.857605,-118.1703398,Alive on Intake,FALSE,1,"{'lon': -118.1703398, 'lat': 33.857605}"
A675050,,CAT,BLACK,,Male,2022-04-21,2022-05-18,ILL MODERATETE,STRAY,FIELD,,2022-05-21,"1800 BLK E 56TH ST, LONG BEACH, CA 90805",LONG BEACH,DIED,IN KENNEL,33.857605,-118.1703398,Alive on Intake,TRUE,0,"{'lon': -118.1703398, 'lat': 33.857605}"
A732588,,WILD,BROWN,,Female,2024-09-27,2024-11-15,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2024-11-15,1800 BLK E 5TH ST,LONG BEACH,TRANSFER,ORANGE CO,33.7728877,-118.1698449,Alive on Intake,FALSE,1,"{'lon': -118.1698449, 'lat': 33.7728877}"
A717799,,OTHER,BROWN,,Unknown,2024-01-28,2024-03-28,INJURED  MILD,WILDLIFE,FIELD,,2024-03-28,"1800 BLK E 5TH ST, LB 90802",LONG BEACH,TRANSFER,LBAH,33.7728799,-118.1698383,Alive on Intake,FALSE,1,"{'lon': -118.1698383, 'lat': 33.7728799}"
A661656,*CELESTE,DOG,WHITE,,Spayed,2020-08-11,2021-08-11,NORMAL,STRAY,FIELD,,2021-09-10,"1800 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,33.7728799,-118.1698383,Alive on Intake,FALSE,1,"{'lon': -118.1698383, 'lat': 33.7728799}"
A673775,*SCOUT,CAT,BLACK,WHITE,Neutered,2021-05-12,2022-04-29,FRACTIOUS,STRAY,FIELD,,2022-06-01,"1800 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,COMMUNITY CAT,FRIENDLY,33.7728799,-118.1698383,Alive on Intake,FALSE,1,"{'lon': -118.1698383, 'lat': 33.7728799}"
A634590,A634590,CAT,BLACK,WHITE,Neutered,2018-10-04,2019-10-04,NORMAL,STRAY,TRAP,,2019-10-26,"1800 BLK E 61ST ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8655748,-118.1705771,Alive on Intake,FALSE,1,"{'lon': -118.1705771, 'lat': 33.8655748}"
A615939,*MONROE,CAT,ORANGE,WHITE,Neutered,2016-10-07,2018-05-09,NORMAL,STRAY,TRAP,,2018-06-13,"1800 BLK E 61ST ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8655748,-118.1705771,Alive on Intake,FALSE,1,"{'lon': -118.1705771, 'lat': 33.8655748}"
A611606,,CAT,BLACK,,Female,2018-07-11,2018-07-26,ILL MILD,STRAY,OTC,,2018-07-26,"1800 BLK E 61ST ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,33.8655748,-118.1705771,Alive on Intake,FALSE,1,"{'lon': -118.1705771, 'lat': 33.8655748}"
A611607,,CAT,BLACK,,Male,2018-07-11,2018-07-26,ILL MILD,STRAY,OTC,,2018-07-26,"1800 BLK E 61ST ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,33.8655748,-118.1705771,Alive on Intake,FALSE,1,"{'lon': -118.1705771, 'lat': 33.8655748}"
A592338,,DOG,WHITE,,Female,2011-06-23,2017-06-23,NORMAL,STRAY,OTC,,2017-06-29,"1800 BLK E 63RD ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8689619,-118.1707108,Alive on Intake,FALSE,1,"{'lon': -118.1707108, 'lat': 33.8689619}"
A613811,,CAT,CALICO TAB,,Female,2018-08-29,2018-08-29,UNDER AGE/WEIGHT,STRAY,OTC,,2018-08-29,"1800 BLK E 64TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8710124,-118.1708363,Alive on Intake,TRUE,0,"{'lon': -118.1708363, 'lat': 33.8710124}"
A611329,,CAT,BLUE PT,,Unknown,2018-06-19,2018-07-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-07-19,"1800 BLK E 68TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8782722,-118.1708745,Alive on Intake,TRUE,0,"{'lon': -118.1708745, 'lat': 33.8782722}"
A586131,*POLLUX,CAT,LYNX PT,,Male,2014-02-22,2017-02-22,NORMAL,STRAY,OTC,,2017-03-22,"1800 BLK E 6TH ST, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7744399,-118.1698465,Alive on Intake,FALSE,1,"{'lon': -118.1698465, 'lat': 33.7744399}"
A677412,BINGO,DOG,BROWN,,Neutered,,2022-06-11,NORMAL,STRAY,OTC,,2022-06-17,"1800 BLK E BIXBY RD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,,33.8266963,-118.1698004,Alive on Intake,FALSE,1,"{'lon': -118.1698004, 'lat': 33.8266963}"
A607943,,DOG,BROWN,WHITE,Female,2013-05-20,2018-05-20,NORMAL,STRAY,FIELD,,2018-05-26,"1800 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8671586,-118.1704594,Alive on Intake,FALSE,1,"{'lon': -118.1704594, 'lat': 33.8671586}"
A730118,*SKYE,CAT,LYNX PT,,Spayed,2024-05-13,2024-10-13,INJURED  MODERATE,STRAY,OTC,,2024-11-22,1800 BLK E HARDING STREET LONG BEACH CA 90805,LONG BEACH,ADOPTION,WEB,33.8671352,-118.1704686,Alive on Intake,FALSE,1,"{'lon': -118.1704686, 'lat': 33.8671352}"
A667647,,CAT,BLACK,WHITE,Unknown,,2021-12-06,INJURED  SEVERE,STRAY,FIELD,,2021-12-06,"1800 BLK E LURAY ST, LONG BEACH, CA 90807",LONG BEACH,DIED,ENROUTE,33.8461706,-118.1707108,Alive on Intake,TRUE,0,"{'lon': -118.1707108, 'lat': 33.8461706}"
A594677,SCOOBY,DOG,GOLD,,Neutered,2014-10-24,2020-10-17,NORMAL,STRAY,FIELD,,2020-10-18,"1800 BLK E MCKENZIE ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8719249,-118.1708342,Alive on Intake,FALSE,1,"{'lon': -118.1708342, 'lat': 33.8719249}"
A446658,MAC,DOG,BLONDE,,Neutered,2009-07-06,2021-07-10,AGED,OWNER SURRENDER,OTC,OWNER PROB,2021-07-10,"1800 BLK E MCKENZIE ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8719249,-118.1708342,Alive on Intake,TRUE,0,"{'lon': -118.1708342, 'lat': 33.8719249}"
A626205,,CAT,CALICO,,Spayed,2017-05-10,2019-05-10,NORMAL,STRAY,OTC,,2019-05-14,"1800 BLK E MCKENZIE ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8719249,-118.1708342,Alive on Intake,FALSE,1,"{'lon': -118.1708342, 'lat': 33.8719249}"
A576001,MARLEY,DOG,BROWN,WHITE,Male,2015-07-26,2017-03-08,NORMAL,OWNER SURRENDER,FIELD,,2017-03-08,"1800 BLK E MCKENZIE ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,BEH SEVERE,33.8719249,-118.1708342,Alive on Intake,TRUE,0,"{'lon': -118.1708342, 'lat': 33.8719249}"
A701874,,WILD,GRAY,,Unknown,,2023-06-29,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-06-29,1800 BLK E POPPY ST,LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.868301,-118.1708507,Alive on Intake,TRUE,0,"{'lon': -118.1708507, 'lat': 33.868301}"
A606082,,OTHER,WHITE,GRAY,Female,2013-04-11,2018-04-11,NORMAL,STRAY,OTC,,2018-04-11,"1800 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO WILD HABITAT,,33.868301,-118.1708507,Alive on Intake,FALSE,1,"{'lon': -118.1708507, 'lat': 33.868301}"
A651717,,WILD,GRAY,,Unknown,2016-11-20,2020-11-20,INJURED  MODERATE,WILDLIFE,FIELD,,2020-11-20,"1800 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,33.868301,-118.1708507,Alive on Intake,TRUE,0,"{'lon': -118.1708507, 'lat': 33.868301}"
A632431,SHADOW,DOG,BLACK,,Neutered,2017-07-21,2019-11-02,BEHAVIOR  MODERATE,OWNER SURRENDER,OTC,AGG ANIMAL,2019-11-13,"1800 BLK E ROGERS ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,BEH SEVERE,33.8569565,-118.1705143,Alive on Intake,TRUE,0,"{'lon': -118.1705143, 'lat': 33.8569565}"
A670699,CLEO,DOG,WHITE,,Female,2019-02-15,2022-02-15,NORMAL,STRAY,FIELD,,2022-02-20,"1800 BLK E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8601019,-118.1705514,Alive on Intake,FALSE,1,"{'lon': -118.1705514, 'lat': 33.8601019}"
A620441,,DOG,BROWN,,Female,2011-01-18,2019-01-18,NORMAL,STRAY,OTC,,2019-01-24,"1800 BLK E WARDLOW RD, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,33.8177675,-118.1704137,Alive on Intake,FALSE,1,"{'lon': -118.1704137, 'lat': 33.8177675}"
A602801,*DARREN,CAT,BRN TABBY,WHITE,Neutered,2014-01-19,2018-01-19,FERAL,STRAY,FIELD,,2018-01-24,"1800 BLK E WASHINGTON ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8552442,-118.1704973,Alive on Intake,FALSE,1,"{'lon': -118.1704973, 'lat': 33.8552442}"
A602600,*APOCALYPSE,CAT,WHITE,BLACK,Neutered,2015-01-17,2018-01-17,NORMAL,STRAY,FIELD,,2018-01-20,"1800 BLK E WASHINGTON ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8552442,-118.1704973,Alive on Intake,FALSE,1,"{'lon': -118.1704973, 'lat': 33.8552442}"
A669694,,OTHER,BLACK,GRAY,Unknown,,2022-01-24,ILL SEVERE,WILDLIFE,FIELD,,2022-01-24,"1800 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.790898,-118.208954,Alive on Intake,TRUE,0,"{'lon': -118.208954, 'lat': 33.790898}"
A631966,,CAT,CALICO DIL,,Female,2019-07-12,2019-08-14,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,LANDLORD,2019-08-16,"1800 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.790898,-118.208954,Alive on Intake,FALSE,1,"{'lon': -118.208954, 'lat': 33.790898}"
A631968,,CAT,GRAY,WHITE,Female,2019-07-12,2019-08-14,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,LANDLORD,2019-08-16,"1800 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.790898,-118.208954,Alive on Intake,FALSE,1,"{'lon': -118.208954, 'lat': 33.790898}"
A711825,VLAD,CAT,GRAY TABBY,,Neutered,2018-12-13,2023-12-13,ILL MILD,STRAY,OTC,,2023-12-17,1800 BLK GARDENIA AVE LONG BEACH CA 90806,LONG BEACH,ADOPTION,WEB,33.7898887,-118.1687288,Alive on Intake,FALSE,1,"{'lon': -118.1687288, 'lat': 33.7898887}"
A699651,*WEST,CAT,BRN TABBY,,Unknown,2023-05-25,2023-05-27,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-05-29,"1800 BLK GARDENIA AVE, LONG BEACH CA",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7898887,-118.1687288,Alive on Intake,TRUE,0,"{'lon': -118.1687288, 'lat': 33.7898887}"
A695741,*GARDENIA,CAT,TORTIE,,Spayed,2022-03-30,2023-03-30,ILL MODERATETE,STRAY,OTC,,2023-04-27,"1800 BLK GARDENIA AVE, LONG BEACH, CA 90806",LONG BEACH,COMMUNITY CAT,,33.7898887,-118.1687288,Alive on Intake,FALSE,1,"{'lon': -118.1687288, 'lat': 33.7898887}"
A661611,BROLY,DOG,TAN,BLACK,Neutered,2020-08-11,2022-02-23,BEHAVIOR  MODERATE,RETURN,ADOPTION,OTHER PET,2022-03-17,"1800 BLK HACKETT AVE. LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,33.7890634,-118.1066693,Alive on Intake,FALSE,1,"{'lon': -118.1066693, 'lat': 33.7890634}"
A735883,CAT 5,CAT,BLACK,,Male,2025-01-10,2025-01-24,NORMAL,STRAY,OTC,,2025-01-24,"1800 BLK HARBOR AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLELION,33.7899081,-118.2104994,Alive on Intake,FALSE,1,"{'lon': -118.2104994, 'lat': 33.7899081}"
A735884,CAT 6,CAT,BLACK,,Female,2025-01-10,2025-01-24,NORMAL,STRAY,OTC,,2025-01-24,"1800 BLK HARBOR AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLELION,33.7899081,-118.2104994,Alive on Intake,FALSE,1,"{'lon': -118.2104994, 'lat': 33.7899081}"
A735886,CAT 8,CAT,BLACK,,Female,2025-01-10,2025-01-24,NORMAL,STRAY,OTC,,2025-01-24,"1800 BLK HARBOR AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLELION,33.7899081,-118.2104994,Alive on Intake,FALSE,1,"{'lon': -118.2104994, 'lat': 33.7899081}"
A735874,*BIG MAC,CAT,BLACK,,Neutered,2024-01-24,2025-01-24,NORMAL,STRAY,OTC,,2025-02-05,"1800 BLK HARBOR AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,33.7899081,-118.2104994,Alive on Intake,FALSE,1,"{'lon': -118.2104994, 'lat': 33.7899081}"
A594206,,CAT,WHITE,GRAY,Unknown,2017-02-26,2017-07-26,INJURED  SEVERE,STRAY,FIELD,,2017-07-26,"1800 BLK HARBOR AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7899081,-118.2104994,Alive on Intake,TRUE,0,"{'lon': -118.2104994, 'lat': 33.7899081}"
A701948,*SPONGE BOB,CAT,BLACK,,Male,2023-03-30,2023-06-30,NORMAL,STRAY,OTC,,2023-07-14,"1800 BLK HARDING ST. LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8671586,-118.1704594,Alive on Intake,FALSE,1,"{'lon': -118.1704594, 'lat': 33.8671586}"
A701949,*MR. KRABS,CAT,BLACK,,Male,2023-03-30,2023-06-30,NORMAL,STRAY,OTC,,2023-07-14,"1800 BLK HARDING ST. LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8671586,-118.1704594,Alive on Intake,FALSE,1,"{'lon': -118.1704594, 'lat': 33.8671586}"
A701950,*KING NEPTUNE,CAT,BLACK,,Male,2023-03-30,2023-06-30,NORMAL,STRAY,OTC,,2023-07-14,"1800 BLK HARDING ST. LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8671586,-118.1704594,Alive on Intake,FALSE,1,"{'lon': -118.1704594, 'lat': 33.8671586}"
A627801,,REPTILE,BROWN,,Unknown,,2019-06-06,NORMAL,WILDLIFE,FIELD,,2019-06-06,"1800 BLK JOSIE AVE, LONG BEACH, CA 90815",LONG BEACH,RETURN TO WILD HABITAT,,33.7890684,-118.1048813,Alive on Intake,FALSE,1,"{'lon': -118.1048813, 'lat': 33.7890684}"
A639990,*FAT STACK,CAT,BLACK,WHITE,Neutered,2019-05-15,2020-02-15,NORMAL,STRAY,OTC,,2020-02-21,"1800 BLK JUNIPER AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.8020217,-118.1678543,Alive on Intake,FALSE,1,"{'lon': -118.1678543, 'lat': 33.8020217}"
A680511,*SUNDAE,RABBIT,CALICO,,Spayed,2021-07-22,2022-07-21,NORMAL,STRAY,FIELD,,2022-08-16,"1800 BLK JUNIPERO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,,33.7900897,-118.1631303,Alive on Intake,FALSE,1,"{'lon': -118.1631303, 'lat': 33.7900897}"
A625613,,BIRD,YELLOW,BROWN,Unknown,,2019-04-30,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2019-05-01,"1800 BLK LEES AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.789423,-118.0966384,Alive on Intake,TRUE,0,"{'lon': -118.0966384, 'lat': 33.789423}"
A598167,,CAT,WHITE,BLACK,Unknown,2017-09-03,2017-10-03,INJURED  SEVERE,STRAY,FIELD,,2017-10-03,"1800 BLK LEMON AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7898583,-118.1784179,Alive on Intake,TRUE,0,"{'lon': -118.1784179, 'lat': 33.7898583}"
A654233,*PONYO,GUINEA PIG,WHITE,BLACK,Female,2020-02-18,2021-02-18,NORMAL,STRAY,OTC,,2021-02-24,"1800 BLK LEMON AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,OTHER RESC,33.7898583,-118.1784179,Alive on Intake,FALSE,1,"{'lon': -118.1784179, 'lat': 33.7898583}"
A598254,,CAT,TORTIE,,Female,2017-09-05,2017-10-05,UNDER AGE/WEIGHT,STRAY,OTC,,2017-10-21,"1800 BLK LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7898666,-118.1796068,Alive on Intake,TRUE,0,"{'lon': -118.1796068, 'lat': 33.7898666}"
A607354,,CAT,GRAY,,Female,2018-04-09,2018-05-09,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-10,"1800 BLK LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7898666,-118.1796068,Alive on Intake,FALSE,1,"{'lon': -118.1796068, 'lat': 33.7898666}"
A588824,,CAT,BLACK,,Female,2017-04-05,2017-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2017-05-24,"1800 BLK LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,33.7898666,-118.1796068,Alive on Intake,FALSE,1,"{'lon': -118.1796068, 'lat': 33.7898666}"
A688300,*MARCO,DOG,WHITE,BROWN,Neutered,2016-11-10,2022-11-09,NORMAL,STRAY,OTC,,2022-11-17,"1800 BLK LIME AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,33.7900272,-118.1837492,Alive on Intake,FALSE,1,"{'lon': -118.1837492, 'lat': 33.7900272}"
A595111,,CAT,GRAY,WHITE,Unknown,2017-07-10,2017-08-10,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-08-10,"1800 BLK LIME AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL MILD,33.7900272,-118.1837492,Alive on Intake,TRUE,0,"{'lon': -118.1837492, 'lat': 33.7900272}"
A705304,,CAT,GRAY,,Unknown,2023-05-23,2023-08-23,ILL SEVERE,STRAY,FIELD,,2023-08-23,1800 BLK LOCUST AVE,LONG BEACH,DIED,ENROUTE,33.7898857,-118.1910812,Alive on Intake,TRUE,0,"{'lon': -118.1910812, 'lat': 33.7898857}"
A718279,,CAT,WHITE,GRAY,Unknown,2024-03-09,2024-04-09,ILL MODERATETE,STRAY,FIELD,,2024-04-10,1800 BLK LOCUST AVE,LONG BEACH,EUTHANASIA,AT VET,33.7898857,-118.1910812,Alive on Intake,TRUE,0,"{'lon': -118.1910812, 'lat': 33.7898857}"
A733636,ZSIMAH,DOG,TAN,WHITE,Female,2023-02-08,2024-12-03,NORMAL,WELFARE SEIZED,POLICE,,2024-12-05,1800 BLK LOCUST AVE LONGBEACH CA 90806,LONG BEACH,RETURN TO OWNER,WALKIN,33.789903,-118.1910955,Alive on Intake,FALSE,1,"{'lon': -118.1910955, 'lat': 33.789903}"
A594291,*ESMERALDA,CAT,BLACK,,Female,2016-01-27,2017-07-27,NORMAL,OWNER SURRENDER,OTC,,2017-11-16,"1800 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,33.7898857,-118.1910812,Alive on Intake,FALSE,1,"{'lon': -118.1910812, 'lat': 33.7898857}"
A690383,,DOG,BLACK,WHITE,Male,2018-12-12,2022-12-12,ILL SEVERE,STRAY,FIELD,,2022-12-12,"1800 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,ENROUTE,33.7898857,-118.1910812,Alive on Intake,TRUE,0,"{'lon': -118.1910812, 'lat': 33.7898857}"
A645627,,CAT,WHITE,GRAY,Male,2018-07-15,2020-07-15,ILL SEVERE,STRAY,FIELD,,2020-07-16,"1800 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,AT VET,33.7898857,-118.1910812,Alive on Intake,TRUE,0,"{'lon': -118.1910812, 'lat': 33.7898857}"
A622539,,CAT,BRN TABBY,WHITE,Male,2019-01-27,2019-02-27,UNDER AGE/WEIGHT,STRAY,OTC,,2019-03-02,"1800 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7898857,-118.1910812,Alive on Intake,FALSE,1,"{'lon': -118.1910812, 'lat': 33.7898857}"
A594299,,CAT,GRAY,,Male,2017-06-30,2017-07-27,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,,2017-08-03,"1800 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,IN KENNEL,33.7898857,-118.1910812,Alive on Intake,TRUE,0,"{'lon': -118.1910812, 'lat': 33.7898857}"
A594294,,CAT,BLACK,,Female,2017-06-30,2017-07-27,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,,2017-08-08,"1800 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7898857,-118.1910812,Alive on Intake,TRUE,0,"{'lon': -118.1910812, 'lat': 33.7898857}"
